PRD_EAN13;PRD_NOM;CHRONICITY_SCORE
3400936666795.0;IMODIUMLINGUAL 2MG LYOPH OR PLQ/12;2.0
3400939069425.0;DULCOLAX 5MG CPR ENR PLQ/30;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400939069425.0;DULCOLAX 5MG CPR BT30;
3400939069425.0;DULCOLAX 5MG CPR ENR PLQ/30;
3400936666795.0;IMODIUMLINGUAL 12;2.0
3400939069425.0;DULCOLAX 5 30;
3400936666795.0;IMODIUMLINGUAL 2MG 12CP;2.0
3400939069425.0;DULCOLAX 5MG 30CP;
3400939069425.0;DULCOLAX 5MG CP BTE 30;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400939069425.0;DULCOLAX DRG 20;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400939069425.0;DULCOLAX 5MG CPR 30;
3400939069425.0;DULCOLAX 5MG CPR BT30;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400939069425.0;DULCOLAX 5MG CPR 30;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400939069425.0;DULCOLAX 5MG CPR 30;
3400939069425.0;DULCOLAX 5MG CPR 30;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC/12;2.0
3400933226619.0;STREPSILS MIEL CITRON BT24;
3400933226619.0;STREPSILS MIEL-CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITR PAST BT24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS PAST MIEL CITRON B/24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS PAST SUC MIEL CIT PLQ/24;
3400933226619.0;STREPSILS MIEL CITRON 24 PAST.;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS PAST MIEL CITR B/24;
3400933226619.0;STREPSILS MIEL CITR PAST BT24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL CITRON PAST24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL-CITRON PAST 24;
3400933226619.0;STREPSILS PAST MIEL CITRON/24@;
3400933226619.0;STREPSILS MIEL CITRON B/24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON 24 PAST;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PAST24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON 24 PAST;
3400933226619.0;STREPSILS PAST MIEL CITRON 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS PAST SUC MIEL CIT B/24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON B/24;
3400933226619.0;STREPSILS MIEL CITRON PAST SUC B/24;
3400933226619.0;STREPSILS MIEL CITRON PAST SUC B/24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL-CITR. PAST BT24;
3400933226619.0;STREPSILS MIEL CITRON PAST 24;
3400933226619.0;STREPSILS MIEL CITRON PASTILLE 24;
3400941631245.0;DOLIPRANETABS 1000MG CPR PEL 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1G 8CP;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 GR  COMP;
3400941631245.0;DOLIPRANETABS 1G BT 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PESE PLQ/8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1000MG CPR PEL X 8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PEL 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR 8;
3400941631245.0;DOLIPRANE 1000 TABS;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PEL 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PELL PLQ/8;
3400941631245.0;DOLIPRANETABS 1G BT 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PESE PLQ/8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PELL PLQ/8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PELL PLQ/8;
3400941631245.0;DOLIPRANETABS 1 GR 8 CP PELL FR;
3400941631245.0;DOLIPRANETABS 1000MG CPR PELL PLQ/8;
3400941631245.0;DOLIPRANETABS 1G;
3400941631245.0;DOLIPRANETABS 1000MG CPR PELL PLQ/8;
3400941631245.0;DOLIPRANETABS 1G          BT 8;
3400941631245.0;DOLIPRANETABS 1G          BT 8;
3400941631245.0;DOLIPRANE TABS 1000 8 CP;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1 000 MG CPR 8;
3400941631245.0;DOLIPRANETABS 1G          BT 8;
3400941631245.0;DOLIPRANETABS 1000MG CPR PEL 8;
3400941631245.0;DOLIPRANE TABS 1000MG 8CP;
3400941631245.0;OTC DOLIPRANETABS 1G CP/8;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFEN FLASH 400MG 12 CPR;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG BTE 12 CPS;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG 12 CP;
3400936760578.0;NUROFEN FLASH 400MG 12 CP;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFEN FLASH 400 MG 12 COMP;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400 MG 12CPS;
3400936760578.0;NUROFENFLASH 400MG 12 CP;
3400936760578.0;NUROFENFLASH 400;
3400936760578.0;NUROFENFLASH 400MG /12CP;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFEN FLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400 MG 12 CPRS;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400 BTE 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CP12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFENFLASH 400MG 12CP PEL;
3400936760578.0;NUROFEN FLASH 400MG 12 COMP PELL.;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFENFLASH 400MG CPR PELL PLQ/12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3400936760578.0;NUROFENFLASH 400MG CPR BT12;
3400936760578.0;NUROFENFLASH 400MG CPR 12;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL SS SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL SIROP SS SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SANS SUCRE;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL SOLUTION BUV SSUCRE 120ML;
3582910089599.0;PHYTOXIL SIROP SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL SANS SUCRE SIROP 120ML;
3582910089599.0;PHYTOXIL SANS SUCRE 120 ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL SS SIROP 120 ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL SP SS 120ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL SS SUCRE SP;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL SANS SUCRE;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL SS SUC SIROP FL/120ML;
3582910089599.0;PHYTOXIL SS 120;
3582910089599.0;PHYTOXIL TX SECH FL120ML SSUC;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2A;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL SP S/SUCRE 120 ML;
3582910089599.0;PHYTOXIL TOUX S/SUCRE 120ML;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3582910089599.0;PHYTOXIL TOUX SS SUC SP AD ENF +2ANS FL/1;
3582910089599.0;PHYTOXIL TOUX SS SUC FL120ML 1;
3401553519396.0;RISTABIL 10 DOSES DE 10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL BTE DE 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL 10 FLACONS 10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL S BUV 10FL/10ML;
3401553519396.0;RISTABIL S BUV 10FL/10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL S BUV 10FL/10ML REF 0;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL SOL BUV FL 10X10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL SOL FL10ML 10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL S BUV 10FL/10ML;
3401553519396.0;RISTABIL S BUV 10FL/10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL 10 FLACONS GIE;
3401553519396.0;RISTABIL 10 FLACONS DE 10ML GELEE ROYALE3;
3401553519396.0;RISTABIL S BUV 10FL/10ML;
3401553519396.0;RISTABIL A/FATIGUE SOL BUV 10MLX10;
3401553519396.0;RISTABIL FLACON 10ML;
3400934457548.0;ONCTOSE HYDROCORTISONE CREME 30G;
3400934457548.0;ONCTOSE HYD CR DERM TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T/38G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROC T/38G-CR DERM;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROCORTISONE T/38G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROCORTISONE T/38G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYD CR DERM TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR DERM T/3;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T/38G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T/38G;
3400934457548.0;ONCTOSE HYD CR DERM TUB 30G;
3400934457548.0;ONCTOSE HYDROC T/30G-CR DERM;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR 38G;
3400934457548.0;ONCTOSE HYDROCORTISONE PDE;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T/38G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR T/38G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDRO CR T30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400934457548.0;ONCTOSE HYDROCORTISONE CR TUB 30G;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400935295118.0;STREPSILS LIDOCAINE PAST B/24;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400934965852.0;CITRATE DE BETAINE UPSA 20 CPS;
3400934965852.0;CITRATE DE BETAINE  20CPR EFF;
3400934965852.0;CITRATE DE BETAINE UPSA CPR EFF 20;
3400934965852.0;CITR BETAINE CPR EFF BT/20 CITRON;
3400934965852.0;CITRATE BETAINE UPSA C S/S CP EF20;
3400934965852.0;CITRATE BETAINE UPSA CPR EFFV 30;
3400935295118.0;STREPSIL LIDOCAINE 24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CITRATE BETAINE CITRON SS UPSA B/20;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400934965852.0;CIT BETA UPSA 2G CPR EFF SS SUC CITR 2T/1;
3400935295118.0;STREPSILS LIDOCAINE 24 PAST.;
3400935295118.0;STREPSILS PAST LIDOCAINE  BT24;
3400934965852.0;CITRATE BETAINE CITRON CPR 20;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400935295118.0;STREPSILS LIDOCAINE PAST SUC B/24;
3400935295118.0;STREPSILS LIDOCAINE PAST SUC B/24;
3400935295118.0;STREPSILS LIDOCAINE PAST B/24;
3400934965852.0;CITRATE BETAINE UPSA 2G CPR E;
3400934965852.0;CITRATE DE BETAINE UPSA 2G CPR EFF SS SUC;
3400934965852.0;BETAINE CITR UPSA SS SUC 2T/1;
3400934965852.0;CITRATE BETAINE UPSA CITRON SANS SUCRE 2G;
3400935295118.0;STREPSILS LIDOCAINE PAST B/24;
3400934965852.0;CIT BETAIN UPSA 2G CPR EFFV 20;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400934965852.0;CITRATE BETAINE UPSA 2G CPR EFFV 20;
3400934965852.0;CITRATE BETAINE UPSA CPR EFF T/20;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;CITRATE BETAINE UPSA 2G CPR EFF B/20;
3400934965852.0;CITRATE DE BETAIN CITRON  2G CPR EFFV 20;
3400934965852.0;CITRATE BETAINE UPSA C S/S CP EF20;
3400935295118.0;STREPSILS LIDOCAINE PASTILLES X 24;
3400935295118.0;STREPSILS PAST LIDOCAINE;
3400934965852.0;CITRATE DE BETAINE UPSA CPR EFF 20;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CITRATE DE BETAINE UPSA CPR;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400934965852.0;CITR BETAI UPSA 2G CPR EFF 2T/10;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;CITRATE BETAINE UPSA C S/S CP EF20;
3400935295118.0;STREPSILS PAST LIDOCAINE 24;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400934965852.0;CITRATE BETAINE UPSA C S/S CP EF20;
3400935295118.0;STREPSIL LIDOCAINE PAST BTE 24;
3400934965852.0;CITRATE DE BETAINE CITRON 2G SS SUCRE;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400934965852.0;CITRATE BETAINE UPSA 2G CPR EFF 2T/10;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CIT BETA UPSA 2G CPR EFF SS SUC CITR 2T/1;
3400934965852.0;CITRATE BETAINE UPSA C S/S CP EF20;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;CITRATE DE BETAINE COMP EFFERV;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400934965852.0;CIT BETA UPSA 2G CPR EFF SS SUC CITR 2T/1;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CIT BETA CITR 2/10;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CITRATE BETAINE UPSA CPR EFF B;
3400934965852.0;CIT BETAIN UPSA 2G CPR EFFV 20;
3400934965852.0;CITRATE DE BETAINE UPSA BTE 20 CP;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400934965852.0;CITRATE DE BETA¤NE UPSA;
3400934965852.0;CITRATE BETAINE CITRON SS CP EF 20;
3400935295118.0;STREPSILS LIDOCAINE PAST BT24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400934965852.0;CITRATE DE BETAINE UPSA CPR EFF 20;
3400934965852.0;CIT BETAIN UPSA 2G CPR EFFV 20;
3400935295118.0;STREPSILS PAST LIDOCAINE B/24;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST SUC B/24;
3400935295118.0;STREPSIL LIDOCAINE PAST;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3400935295118.0;STREPSILS LIDOCAINE PAST SUC B/24;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;BETAINE CITR UPSA 2G CITR C.20;
3400935295118.0;STREPSILS LIDOC PAST BT24;
3400934965852.0;CITRATE BETAINE UPSA CITRON /20;
3400935295118.0;STREPSILS LIDOCAINE PASTILLE 24;
3400934965852.0;CITRATE BETAINE UPSA 2G CPR EFF20 CITRON;
3400933851767.0;GAVISCONELL MENTHE SANS SUCRE SUSPENSION;
3400934457548.0;ONCTOSE HYDRO CR T 30G;
3400930200490.0;CERULYSE -S AUR-FL/10ML;
3400930200490.0;CERULYSE ATTENTION ORILYSE  30JOURS;
3400935167156.0;ACTISOUFRE PULV NAS+BUC 100ML;
3400935295118.0;STREPSILS LIDOCAINE  24PASTILLES;
3400935295118.0;STREPSILS LIDOCAINE PAST 24;
3282770204667.0;AVENE CICALFATE+ CR TB40ML1;2.0
3400933851767.0;GAVISCONELL 24 SACHETS MENTHE;
3400933851767.0;GAVISCONELL MENT S/S BUV SAC24;
3400934457548.0;ONCTOSE H.C CR TB30G;
3400933851767.0;GAVISCONELL MENTHE SS SUC SACH 24;
3282770204667.0;AVENE CICALFATE+ CR REPAR T/40ML;2.0
